state,year,quater,total_amount,query,transacion_type,yearly_amount
uttarakhand,2023,2.0,134072872398.0,Query 1,,
uttarakhand,2023,3.0,128762398121.0,Query 1,,
uttarakhand,2023,4.0,148083447262.0,Query 1,,
uttarakhand,2024,1.0,150276835263.0,Query 1,,
uttarakhand,2024,2.0,180612915790.0,Query 1,,
uttarakhand,2024,3.0,173414867549.0,Query 1,,
uttarakhand,2024,4.0,194908790959.0,Query 1,,
west-bengal,2018,1.0,10625978552.140224,Query 1,,
west-bengal,2018,2.0,18629183470.203903,Query 1,,
west-bengal,2018,3.0,41843934183.17847,Query 1,,
west-bengal,2018,4.0,40489619211.70435,Query 1,,
west-bengal,2019,1.0,50164672623.87979,Query 1,,
west-bengal,2019,2.0,57105691119.11872,Query 1,,
west-bengal,2019,3.0,70540532616.83047,Query 1,,
west-bengal,2019,4.0,88203610254.64673,Query 1,,
west-bengal,2020,1.0,96653305190.93817,Query 1,,
west-bengal,2020,2.0,100099431877.35535,Query 1,,
west-bengal,2020,3.0,156813355855.14105,Query 1,,
west-bengal,2020,4.0,199165491365.64813,Query 1,,
west-bengal,2021,1.0,242937207475.52194,Query 1,,
west-bengal,2021,2.0,279434811058.56384,Query 1,,
west-bengal,2021,3.0,362457066256.5123,Query 1,,
west-bengal,2021,4.0,462218037262.09705,Query 1,,
west-bengal,2022,1.0,551426663209.5621,Query 1,,
west-bengal,2022,2.0,648575179584.2455,Query 1,,
west-bengal,2022,3.0,704749898612.144,Query 1,,
west-bengal,2022,4.0,787775633607.2498,Query 1,,
west-bengal,2023,1.0,896883182555.0,Query 1,,
west-bengal,2023,2.0,1009315106972.0,Query 1,,
west-bengal,2023,3.0,1071548606382.0,Query 1,,
west-bengal,2023,4.0,1249394976078.0,Query 1,,
west-bengal,2024,1.0,1422025506833.0,Query 1,,
west-bengal,2024,2.0,1547343815564.0,Query 1,,
west-bengal,2024,3.0,1607643782237.0,Query 1,,
west-bengal,2024,4.0,1810100029406.0,Query 1,,
,2018,1.0,14472595429.495996,Query 2,Recharge & bill payments,
,2018,1.0,147245093938.52414,Query 2,Peer-to-peer payments,
,2018,1.0,4656675957.106963,Query 2,Merchant payments,
,2018,1.0,815853105.0999967,Query 2,Financial Services,
,2018,1.0,4643212587.050827,Query 2,Others,
,2018,2.0,24351002508.034534,Query 2,Recharge & bill payments,
,2018,2.0,264765908727.5777,Query 2,Peer-to-peer payments,
,2018,2.0,9052856324.92967,Query 2,Merchant payments,
,2018,2.0,1176991407.1053581,Query 2,Financial Services,
,2018,2.0,5027452699.603332,Query 2,Others,
,2018,3.0,31363988410.87422,Query 2,Recharge & bill payments,
,2018,3.0,425963409025.05743,Query 2,Peer-to-peer payments,
,2018,3.0,12433104742.022034,Query 2,Merchant payments,
,2018,3.0,891447750.0568217,Query 2,Financial Services,
,2018,3.0,4449555687.077655,Query 2,Others,
,2018,4.0,39578295712.7732,Query 2,Recharge & bill payments,
,2018,4.0,594989611243.6027,Query 2,Peer-to-peer payments,
,2018,4.0,30497156322.052723,Query 2,Merchant payments,
,2018,4.0,868584631.5899947,Query 2,Financial Services,
,2018,4.0,5802600204.260357,Query 2,Others,
,2019,1.0,55472550827.07195,Query 2,Recharge & bill payments,
,2019,1.0,887884966579.5905,Query 2,Peer-to-peer payments,
,2019,1.0,40575802430.064445,Query 2,Merchant payments,
,2019,1.0,603851883.0805702,Query 2,Financial Services,
,2019,1.0,5484190390.911402,Query 2,Others,
,2019,2.0,76865520532.225,Query 2,Recharge & bill payments,
,2019,2.0,1196418072860.41,Query 2,Peer-to-peer payments,
,2019,2.0,73415717411.35524,Query 2,Merchant payments,
,2019,2.0,545329308.0900023,Query 2,Financial Services,
,2019,2.0,6969396980.400131,Query 2,Others,
,2019,3.0,101520310117.34416,Query 2,Recharge & bill payments,
,2019,3.0,1440507187322.568,Query 2,Peer-to-peer payments,
,2019,3.0,123209243053.75168,Query 2,Merchant payments,
,2019,3.0,617120839.929998,Query 2,Financial Services,
,2019,3.0,6705129826.837568,Query 2,Others,
,2019,4.0,1963946880199.391,Query 2,Peer-to-peer payments,
,2019,4.0,116344378869.04045,Query 2,Recharge & bill payments,
,2019,4.0,174239461323.62045,Query 2,Merchant payments,
,2019,4.0,551204225.4200027,Query 2,Financial Services,
,2019,4.0,4811818207.830731,Query 2,Others,
,2020,1.0,2320550919316.426,Query 2,Peer-to-peer payments,
,2020,1.0,140372952234.9208,Query 2,Recharge & bill payments,
,2020,1.0,231297854537.52176,Query 2,Merchant payments,
,2020,1.0,773848137.03,Query 2,Financial Services,
,2020,1.0,4116903578.463559,Query 2,Others,
,2020,2.0,171589967792.38303,Query 2,Recharge & bill payments,
,2020,2.0,2243907882203.1465,Query 2,Peer-to-peer payments,
,2020,2.0,226908035313.18875,Query 2,Merchant payments,
,2020,2.0,1751766718.9883244,Query 2,Financial Services,
,2020,2.0,1987455944.8063977,Query 2,Others,
,2020,3.0,204261389510.94327,Query 2,Recharge & bill payments,
,2020,3.0,3287038378855.258,Query 2,Peer-to-peer payments,
,2020,3.0,405290321870.6167,Query 2,Merchant payments,
,2020,3.0,2673049609.3880024,Query 2,Financial Services,
,2020,3.0,2789856518.390804,Query 2,Others,
,2020,4.0,4474523494515.352,Query 2,Peer-to-peer payments,
,2020,4.0,227874615755.41223,Query 2,Recharge & bill payments,
,2020,4.0,684871111182.3773,Query 2,Merchant payments,
,2020,4.0,3259148683.339542,Query 2,Financial Services,
,2020,4.0,5323025782.918217,Query 2,Others,
,2021,1.0,5170825964159.8,Query 2,Peer-to-peer payments,
,2021,1.0,260181364984.7936,Query 2,Recharge & bill payments,
,2021,1.0,844462449449.2562,Query 2,Merchant payments,
,2021,1.0,3573800993.956112,Query 2,Financial Services,
,2021,1.0,5199878907.743551,Query 2,Others,
,2021,2.0,6163131045806.315,Query 2,Peer-to-peer payments,
,2021,2.0,300558155216.12494,Query 2,Recharge & bill payments,
,2021,2.0,1003526710363.2827,Query 2,Merchant payments,
,2021,2.0,3651939966.437919,Query 2,Financial Services,
,2021,2.0,5598115264.636772,Query 2,Others,
,2021,3.0,7429314345654.951,Query 2,Peer-to-peer payments,
,2021,3.0,349233161452.6346,Query 2,Recharge & bill payments,
,2021,3.0,1426958471815.7732,Query 2,Merchant payments,
,2021,3.0,4043310361.6954403,Query 2,Financial Services,
,2021,3.0,7146798683.496835,Query 2,Others,
,2021,4.0,9203857638771.379,Query 2,Peer-to-peer payments,
,2021,4.0,1995846545929.3533,Query 2,Merchant payments,
,2021,4.0,407265195362.31396,Query 2,Recharge & bill payments,
,2021,4.0,5027889720.581928,Query 2,Financial Services,
,2021,4.0,9296904301.94499,Query 2,Others,
,2022,1.0,10505881848153.256,Query 2,Peer-to-peer payments,
,2022,1.0,2272806793608.8076,Query 2,Merchant payments,
,2022,1.0,447598019324.1911,Query 2,Recharge & bill payments,
,2022,1.0,4921158727.988292,Query 2,Financial Services,
,2022,1.0,8422659718.155028,Query 2,Others,
,2022,2.0,2847083201788.691,Query 2,Merchant payments,
,2022,2.0,12123458604630.402,Query 2,Peer-to-peer payments,
,2022,2.0,523043916383.739,Query 2,Recharge & bill payments,
,2022,2.0,3889755110.5592713,Query 2,Financial Services,
,2022,2.0,6711010605.643137,Query 2,Others,
,2022,3.0,3151599980809.062,Query 2,Merchant payments,
,2022,3.0,12837741543799.2,Query 2,Peer-to-peer payments,
,2022,3.0,607045871679.5431,Query 2,Recharge & bill payments,
,2022,3.0,4514174467.949076,Query 2,Financial Services,
,2022,3.0,6725854121.272382,Query 2,Others,
,2022,4.0,3673585240609.3125,Query 2,Merchant payments,
,2022,4.0,14578807841795.166,Query 2,Peer-to-peer payments,
,2022,4.0,649773522735.976,Query 2,Recharge & bill payments,
,2022,4.0,5360489222.231873,Query 2,Financial Services,
,2022,4.0,7361423614.197494,Query 2,Others,
,2023,1.0,3745974875576.0,Query 2,Merchant payments,
,2023,1.0,15924791161756.0,Query 2,Peer-to-peer payments,
,2023,1.0,829946831715.0,Query 2,Recharge & bill payments,
,2023,1.0,5673295497.0,Query 2,Financial Services,
,2023,1.0,7571850963.0,Query 2,Others,
,2023,2.0,4277795342189.0,Query 2,Merchant payments,
,2023,2.0,17722663000713.0,Query 2,Peer-to-peer payments,
,2023,2.0,904752356056.0,Query 2,Recharge & bill payments,
,2023,2.0,6363950872.0,Query 2,Financial Services,
,2023,2.0,6919641910.0,Query 2,Others,
,2023,3.0,4686919184579.0,Query 2,Merchant payments,
,2023,3.0,18342575129061.0,Query 2,Peer-to-peer payments,
,2023,3.0,967688166050.0,Query 2,Recharge & bill payments,
,2023,3.0,8553147640.0,Query 2,Financial Services,
,2023,3.0,6397948044.0,Query 2,Others,
,2023,4.0,5419644157789.0,Query 2,Merchant payments,
,2023,4.0,20533694726998.0,Query 2,Peer-to-peer payments,
,2023,4.0,1077499579135.0,Query 2,Recharge & bill payments,
,2023,4.0,9997878159.0,Query 2,Financial Services,
,2023,4.0,6391174419.0,Query 2,Others,
,2024,1.0,5962408968716.0,Query 2,Merchant payments,
,2024,1.0,22327372608425.0,Query 2,Peer-to-peer payments,
,2024,1.0,1150328145543.0,Query 2,Recharge & bill payments,
,2024,1.0,11806137694.0,Query 2,Financial Services,
,2024,1.0,6518029314.0,Query 2,Others,
,2024,2.0,6800903007838.0,Query 2,Merchant payments,
,2024,2.0,23817696015597.0,Query 2,Peer-to-peer payments,
,2024,2.0,1179021296320.0,Query 2,Recharge & bill payments,
,2024,2.0,14500952140.0,Query 2,Financial Services,
,2024,2.0,8229654036.0,Query 2,Others,
,2024,3.0,7132485242978.0,Query 2,Merchant payments,
,2024,3.0,23963938754607.0,Query 2,Peer-to-peer payments,
,2024,3.0,1224783540794.0,Query 2,Recharge & bill payments,
,2024,3.0,17450358563.0,Query 2,Financial Services,
,2024,3.0,8309733368.0,Query 2,Others,
,2024,4.0,8081429560226.0,Query 2,Merchant payments,
,2024,4.0,26633866936498.0,Query 2,Peer-to-peer payments,
,2024,4.0,1255972669825.0,Query 2,Recharge & bill payments,
,2024,4.0,18162331751.0,Query 2,Financial Services,
,2024,4.0,9369386297.0,Query 2,Others,
andaman-&-nicobar-islands,2018,,,Query 3,,189076103.93870562
andaman-&-nicobar-islands,2019,,,Query 3,,473464756.95382494
andaman-&-nicobar-islands,2020,,,Query 3,,1296423416.3566346
andaman-&-nicobar-islands,2021,,,Query 3,,4925488080.627312
andaman-&-nicobar-islands,2022,,,Query 3,,12110256728.721611
andaman-&-nicobar-islands,2023,,,Query 3,,20933022113.0
andaman-&-nicobar-islands,2024,,,Query 3,,30739721947.0
andhra-pradesh,2018,,,Query 3,,122072014670.5123
andhra-pradesh,2019,,,Query 3,,537791374418.89136
andhra-pradesh,2020,,,Query 3,,1677246580653.866
andhra-pradesh,2021,,,Query 3,,3663664651932.9575
andhra-pradesh,2022,,,Query 3,,5583977087511.609
andhra-pradesh,2023,,,Query 3,,10211019479367.0
andhra-pradesh,2024,,,Query 3,,12873309266292.0
arunachal-pradesh,2018,,,Query 3,,1127123964.1846073
arunachal-pradesh,2019,,,Query 3,,3465824194.9921308
arunachal-pradesh,2020,,,Query 3,,9388678101.718945
arunachal-pradesh,2021,,,Query 3,,20891839223.921192
arunachal-pradesh,2022,,,Query 3,,35669777484.86408
arunachal-pradesh,2023,,,Query 3,,81456467998.0
arunachal-pradesh,2024,,,Query 3,,122435239684.0
assam,2018,,,Query 3,,13207547440.677643
assam,2019,,,Query 3,,47189496241.51563
assam,2020,,,Query 3,,110492731052.45697
assam,2021,,,Query 3,,290404405089.30914
assam,2022,,,Query 3,,639534078221.931
assam,2023,,,Query 3,,977126607203.0
assam,2024,,,Query 3,,1382837290749.0
bihar,2018,,,Query 3,,68085690829.168236
bihar,2019,,,Query 3,,265641475630.15634
bihar,2020,,,Query 3,,650297855404.3812
bihar,2021,,,Query 3,,1571988279912.9805
bihar,2022,,,Query 3,,3093331786930.033
bihar,2023,,,Query 3,,4848212877115.0
bihar,2024,,,Query 3,,7403791378958.0
chandigarh,2018,,,Query 3,,4976604721.92664
chandigarh,2019,,,Query 3,,12511344054.988676
chandigarh,2020,,,Query 3,,20210041054.42069
chandigarh,2021,,,Query 3,,42203561314.79388
chandigarh,2022,,,Query 3,,80898004012.55624
chandigarh,2023,,,Query 3,,58947309456.0
chandigarh,2024,,,Query 3,,73159723758.0
chhattisgarh,2018,,,Query 3,,22132045738.816216
chhattisgarh,2019,,,Query 3,,76493959978.81764
chhattisgarh,2020,,,Query 3,,168870698969.74017
chhattisgarh,2021,,,Query 3,,389143833302.3671
chhattisgarh,2022,,,Query 3,,811709461511.0762
chhattisgarh,2023,,,Query 3,,1388610497284.0
chhattisgarh,2024,,,Query 3,,2033511820703.0
dadra-&-nagar-haveli-&-daman-&-diu,2018,,,Query 3,,1584119368.2444308
dadra-&-nagar-haveli-&-daman-&-diu,2019,,,Query 3,,3855923788.4743834
dadra-&-nagar-haveli-&-daman-&-diu,2020,,,Query 3,,7095440039.008444
dadra-&-nagar-haveli-&-daman-&-diu,2021,,,Query 3,,15995079861.734575
dadra-&-nagar-haveli-&-daman-&-diu,2022,,,Query 3,,28812496253.653793
dadra-&-nagar-haveli-&-daman-&-diu,2023,,,Query 3,,59018755818.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,,,Query 3,,85358042063.0
delhi,2018,,,Query 3,,95756508188.45007
delhi,2019,,,Query 3,,372397227324.47314
delhi,2020,,,Query 3,,632919032875.1252
delhi,2021,,,Query 3,,1421423073338.7063
delhi,2022,,,Query 3,,2589348234429.1978
delhi,2023,,,Query 3,,2780980596024.0
delhi,2024,,,Query 3,,3744695576784.0
goa,2018,,,Query 3,,2648632615.8623376
goa,2019,,,Query 3,,7991018040.660502
goa,2020,,,Query 3,,15862123990.465132
goa,2021,,,Query 3,,46875779174.90346
goa,2022,,,Query 3,,87188734809.41179
goa,2023,,,Query 3,,155172024249.0
goa,2024,,,Query 3,,195282848527.0
gujarat,2018,,,Query 3,,62438058555.73316
gujarat,2019,,,Query 3,,221330052546.92633
gujarat,2020,,,Query 3,,427697735578.5452
gujarat,2021,,,Query 3,,1008870041432.7834
gujarat,2022,,,Query 3,,1904701900776.381
gujarat,2023,,,Query 3,,2746057632855.0
gujarat,2024,,,Query 3,,3821810401380.0
haryana,2018,,,Query 3,,59879940980.86044
haryana,2019,,,Query 3,,198402034603.39117
haryana,2020,,,Query 3,,432253934294.45734
haryana,2021,,,Query 3,,919363346880.7821
haryana,2022,,,Query 3,,1655083232360.4136
haryana,2023,,,Query 3,,2712655217712.0
haryana,2024,,,Query 3,,3667398855984.0
himachal-pradesh,2018,,,Query 3,,6187247508.720735
himachal-pradesh,2019,,,Query 3,,21100547734.973167
himachal-pradesh,2020,,,Query 3,,39961478636.566505
himachal-pradesh,2021,,,Query 3,,78062664021.05063
himachal-pradesh,2022,,,Query 3,,139387681319.08923
himachal-pradesh,2023,,,Query 3,,174750829653.0
himachal-pradesh,2024,,,Query 3,,228086909873.0
jammu-&-kashmir,2018,,,Query 3,,13255998740.914188
jammu-&-kashmir,2019,,,Query 3,,17725904167.689583
jammu-&-kashmir,2020,,,Query 3,,38561427680.04324
jammu-&-kashmir,2021,,,Query 3,,110476786395.54718
jammu-&-kashmir,2022,,,Query 3,,164681004880.53674
jammu-&-kashmir,2023,,,Query 3,,311538043147.0
jammu-&-kashmir,2024,,,Query 3,,528444012561.0
jharkhand,2018,,,Query 3,,25999250107.809223
jharkhand,2019,,,Query 3,,81863660124.86067
jharkhand,2020,,,Query 3,,194525224779.24957
jharkhand,2021,,,Query 3,,476090130557.1566
jharkhand,2022,,,Query 3,,927721056427.8444
jharkhand,2023,,,Query 3,,1706690592474.0
jharkhand,2024,,,Query 3,,2493756201190.0
karnataka,2018,,,Query 3,,173966953727.19052
karnataka,2019,,,Query 3,,791262270257.2625
karnataka,2020,,,Query 3,,1803284146281.2354
karnataka,2021,,,Query 3,,4101588572149.9053
karnataka,2022,,,Query 3,,7004230457883.784
karnataka,2023,,,Query 3,,11475083645117.0
karnataka,2024,,,Query 3,,15329305728250.0
kerala,2018,,,Query 3,,19359984557.230995
kerala,2019,,,Query 3,,60847539055.90446
kerala,2020,,,Query 3,,149264570608.5
kerala,2021,,,Query 3,,368516075314.5444
kerala,2022,,,Query 3,,630505499928.9578
kerala,2023,,,Query 3,,846751695456.0
kerala,2024,,,Query 3,,1001023799208.0
ladakh,2018,,,Query 3,,279481579.9463398
ladakh,2019,,,Query 3,,1067934315.168486
ladakh,2020,,,Query 3,,2848883646.6639214
ladakh,2021,,,Query 3,,6778198791.432054
ladakh,2022,,,Query 3,,12068036019.891333
ladakh,2023,,,Query 3,,26233684372.0
ladakh,2024,,,Query 3,,39718403375.0
lakshadweep,2018,,,Query 3,,16918666.73048696
lakshadweep,2019,,,Query 3,,38950329.485020205
lakshadweep,2020,,,Query 3,,81863441.88618581
lakshadweep,2021,,,Query 3,,144227595.79918182
lakshadweep,2022,,,Query 3,,213262917.87627226
lakshadweep,2023,,,Query 3,,397667843.0
lakshadweep,2024,,,Query 3,,716429990.0
madhya-pradesh,2018,,,Query 3,,82661034747.76497
madhya-pradesh,2019,,,Query 3,,298769094184.7073
madhya-pradesh,2020,,,Query 3,,764636116482.1661
madhya-pradesh,2021,,,Query 3,,1930334818673.9558
madhya-pradesh,2022,,,Query 3,,3950598228726.2207
madhya-pradesh,2023,,,Query 3,,4928792428345.0
madhya-pradesh,2024,,,Query 3,,7169487711867.0
maharashtra,2018,,,Query 3,,189848425279.9268
maharashtra,2019,,,Query 3,,737327096552.9008
maharashtra,2020,,,Query 3,,1678817323722.2493
maharashtra,2021,,,Query 3,,4319618186072.8965
maharashtra,2022,,,Query 3,,7845721683148.701
maharashtra,2023,,,Query 3,,10818477631726.0
maharashtra,2024,,,Query 3,,14784385341469.0
manipur,2018,,,Query 3,,1370270699.3498375
manipur,2019,,,Query 3,,3447137687.22515
manipur,2020,,,Query 3,,16015727273.011717
manipur,2021,,,Query 3,,38025448543.99256
manipur,2022,,,Query 3,,60074798679.16432
manipur,2023,,,Query 3,,23458052644.0
manipur,2024,,,Query 3,,43874199503.0
meghalaya,2018,,,Query 3,,730694268.1708002
meghalaya,2019,,,Query 3,,2246623525.204466
meghalaya,2020,,,Query 3,,5315171568.8282175
meghalaya,2021,,,Query 3,,10866898384.59456
meghalaya,2022,,,Query 3,,28543671706.686893
meghalaya,2023,,,Query 3,,46449038873.0
meghalaya,2024,,,Query 3,,68391802881.0
mizoram,2018,,,Query 3,,435763216.1884452
mizoram,2019,,,Query 3,,1113660854.1182475
mizoram,2020,,,Query 3,,2543737303.990513
mizoram,2021,,,Query 3,,5468394451.983024
mizoram,2022,,,Query 3,,7932522228.051155
mizoram,2023,,,Query 3,,12794399833.0
mizoram,2024,,,Query 3,,15813625523.0
nagaland,2018,,,Query 3,,861137679.4487038
nagaland,2019,,,Query 3,,2447502004.633021
nagaland,2020,,,Query 3,,6815188546.799653
nagaland,2021,,,Query 3,,15190245080.536995
nagaland,2022,,,Query 3,,23619603937.28091
nagaland,2023,,,Query 3,,34126672259.0
nagaland,2024,,,Query 3,,47298242248.0
odisha,2018,,,Query 3,,59640327897.653305
odisha,2019,,,Query 3,,217255933793.64725
odisha,2020,,,Query 3,,484456441630.33966
odisha,2021,,,Query 3,,1148293622288.5762
odisha,2022,,,Query 3,,2178024945984.4019
odisha,2023,,,Query 3,,3372391235528.0
odisha,2024,,,Query 3,,4803919544410.0
puducherry,2018,,,Query 3,,1494976831.819975
puducherry,2019,,,Query 3,,5510656609.768643
puducherry,2020,,,Query 3,,12693914904.672981
puducherry,2021,,,Query 3,,31551770500.532524
puducherry,2022,,,Query 3,,47858742749.470985
puducherry,2023,,,Query 3,,63078124152.0
puducherry,2024,,,Query 3,,75128888656.0
punjab,2018,,,Query 3,,25313100054.332413
punjab,2019,,,Query 3,,85084901248.66129
punjab,2020,,,Query 3,,155557338145.4817
punjab,2021,,,Query 3,,324924632736.33356
punjab,2022,,,Query 3,,573162274659.4835
punjab,2023,,,Query 3,,806055297216.0
punjab,2024,,,Query 3,,1012980265867.0
rajasthan,2018,,,Query 3,,86435235061.03601
rajasthan,2019,,,Query 3,,422169171829.82007
rajasthan,2020,,,Query 3,,1063784597563.2357
rajasthan,2021,,,Query 3,,2667641093913.691
rajasthan,2022,,,Query 3,,4870329655297.455
rajasthan,2023,,,Query 3,,7119974013567.0
rajasthan,2024,,,Query 3,,10112901799027.0
sikkim,2018,,,Query 3,,826565609.5017357
sikkim,2019,,,Query 3,,3258113927.9166813
sikkim,2020,,,Query 3,,5428297593.98899
sikkim,2021,,,Query 3,,11828687431.960226
sikkim,2022,,,Query 3,,21599802879.48183
sikkim,2023,,,Query 3,,32040764350.0
sikkim,2024,,,Query 3,,43963170148.0
tamil-nadu,2018,,,Query 3,,104019568190.86142
tamil-nadu,2019,,,Query 3,,302562182998.0694
tamil-nadu,2020,,,Query 3,,562710808075.9279
tamil-nadu,2021,,,Query 3,,1321086760548.9382
tamil-nadu,2022,,,Query 3,,2410492817243.736
tamil-nadu,2023,,,Query 3,,3197922154236.0
tamil-nadu,2024,,,Query 3,,4037424731355.0
telangana,2018,,,Query 3,,117864587293.96674
telangana,2019,,,Query 3,,733876491896.2697
telangana,2020,,,Query 3,,1895187203703.4739
telangana,2021,,,Query 3,,4469364912637.337
telangana,2022,,,Query 3,,9306631143014.271
telangana,2023,,,Query 3,,11057352045130.0
telangana,2024,,,Query 3,,14075679246401.0
tripura,2018,,,Query 3,,1453619620.7517977
tripura,2019,,,Query 3,,3831494007.538612
tripura,2020,,,Query 3,,8881905202.411655
tripura,2021,,,Query 3,,16664559163.310616
tripura,2022,,,Query 3,,32226925429.450386
tripura,2023,,,Query 3,,59276533097.0
tripura,2024,,,Query 3,,78248371899.0
uttar-pradesh,2018,,,Query 3,,131769030564.08102
uttar-pradesh,2019,,,Query 3,,432248763487.0311
uttar-pradesh,2020,,,Query 3,,957279233292.3175
uttar-pradesh,2021,,,Query 3,,2209431888096.1104
uttar-pradesh,2022,,,Query 3,,4448387209505.323
uttar-pradesh,2023,,,Query 3,,7592747865556.0
uttar-pradesh,2024,,,Query 3,,11113348194399.0
uttarakhand,2018,,,Query 3,,13569145914.897322
uttarakhand,2019,,,Query 3,,38074800401.36055
uttarakhand,2020,,,Query 3,,86148518258.2055
uttarakhand,2021,,,Query 3,,193954612217.72217
uttarakhand,2022,,,Query 3,,367429460295.13135
uttarakhand,2023,,,Query 3,,518098625366.0
uttarakhand,2024,,,Query 3,,699213409561.0
west-bengal,2018,,,Query 3,,111588715417.22694
west-bengal,2019,,,Query 3,,266014506614.4757
west-bengal,2020,,,Query 3,,552731584289.0828
west-bengal,2021,,,Query 3,,1347047122052.695
west-bengal,2022,,,Query 3,,2692527375013.2017
west-bengal,2023,,,Query 3,,4227141871987.0
west-bengal,2024,,,Query 3,,6387113134040.0
telangana,,,41655955630076.31,Query 4,,
karnataka,,,40678721773666.375,Query 4,,
maharashtra,,,40374195687971.67,Query 4,,
andhra-pradesh,,,34669080454846.836,Query 4,,
uttar-pradesh,,,26885212184899.867,Query 4,,
