state,year,quater,total_amount,query,transacion_type,yearly_amount
kerala,2022,3.0,162260419315.4295,Query 1,,
kerala,2022,4.0,173559808599.70966,Query 1,,
kerala,2023,1.0,193637089677.0,Query 1,,
kerala,2023,2.0,207796670985.0,Query 1,,
kerala,2023,3.0,220332613329.0,Query 1,,
kerala,2023,4.0,224985321465.0,Query 1,,
kerala,2024,1.0,227077974738.0,Query 1,,
kerala,2024,2.0,242003822595.0,Query 1,,
kerala,2024,3.0,258302031309.0,Query 1,,
kerala,2024,4.0,273639970566.0,Query 1,,
ladakh,2018,1.0,12532857.771114776,Query 1,,
ladakh,2018,2.0,47334902.53774148,Query 1,,
ladakh,2018,3.0,84090977.14484604,Query 1,,
ladakh,2018,4.0,135522842.49263743,Query 1,,
ladakh,2019,1.0,152859920.9491272,Query 1,,
ladakh,2019,2.0,259255506.997425,Query 1,,
ladakh,2019,3.0,331129527.1938223,Query 1,,
ladakh,2019,4.0,324689360.02811164,Query 1,,
ladakh,2020,1.0,377639677.4457435,Query 1,,
ladakh,2020,2.0,523792998.6520243,Query 1,,
ladakh,2020,3.0,835487500.0581932,Query 1,,
ladakh,2020,4.0,1111963470.5079603,Query 1,,
ladakh,2021,1.0,983419813.2468792,Query 1,,
ladakh,2021,2.0,1427259095.4703197,Query 1,,
ladakh,2021,3.0,2213984743.9345884,Query 1,,
ladakh,2021,4.0,2153535138.780267,Query 1,,
ladakh,2022,1.0,2025040918.842209,Query 1,,
ladakh,2022,2.0,3543318177.9962697,Query 1,,
ladakh,2022,3.0,3605199350.373904,Query 1,,
ladakh,2022,4.0,2894477572.678949,Query 1,,
ladakh,2023,1.0,3849021298.0,Query 1,,
ladakh,2023,2.0,7191103886.0,Query 1,,
ladakh,2023,3.0,8250572243.0,Query 1,,
ladakh,2023,4.0,6942986945.0,Query 1,,
ladakh,2024,1.0,6085390661.0,Query 1,,
ladakh,2024,2.0,10125723348.0,Query 1,,
ladakh,2024,3.0,12652871712.0,Query 1,,
ladakh,2024,4.0,10854417654.0,Query 1,,
lakshadweep,2018,1.0,1928611.1808777405,Query 1,,
lakshadweep,2018,2.0,6187809.539400537,Query 1,,
lakshadweep,2018,3.0,4339032.3119858485,Query 1,,
lakshadweep,2018,4.0,4463213.698222831,Query 1,,
lakshadweep,2019,1.0,8786130.479338994,Query 1,,
lakshadweep,2019,2.0,9242524.136988886,Query 1,,
lakshadweep,2019,3.0,9651761.46376847,Query 1,,
lakshadweep,2019,4.0,11269913.404923853,Query 1,,
lakshadweep,2020,1.0,13502368.574504206,Query 1,,
lakshadweep,2020,2.0,16942922.085944396,Query 1,,
lakshadweep,2020,3.0,21306833.308656838,Query 1,,
lakshadweep,2020,4.0,30111317.917080384,Query 1,,
lakshadweep,2021,1.0,27042782.914081153,Query 1,,
lakshadweep,2021,2.0,27383463.65795153,Query 1,,
lakshadweep,2021,3.0,38803163.69876814,Query 1,,
lakshadweep,2021,4.0,50998185.52838101,Query 1,,
lakshadweep,2022,1.0,54939432.65393007,Query 1,,
lakshadweep,2022,2.0,55929601.989905685,Query 1,,
lakshadweep,2022,3.0,47580009.61750025,Query 1,,
lakshadweep,2022,4.0,54813873.61493625,Query 1,,
lakshadweep,2023,1.0,85321961.0,Query 1,,
lakshadweep,2023,2.0,97987438.0,Query 1,,
lakshadweep,2023,3.0,94527061.0,Query 1,,
lakshadweep,2023,4.0,119831383.0,Query 1,,
lakshadweep,2024,1.0,130052381.0,Query 1,,
lakshadweep,2024,2.0,146212841.0,Query 1,,
lakshadweep,2024,3.0,192408087.0,Query 1,,
lakshadweep,2024,4.0,247756681.0,Query 1,,
madhya-pradesh,2018,1.0,8681603403.44592,Query 1,,
madhya-pradesh,2018,2.0,15924081066.679314,Query 1,,
madhya-pradesh,2018,3.0,24149742204.6724,Query 1,,
madhya-pradesh,2018,4.0,33905608072.96732,Query 1,,
madhya-pradesh,2019,1.0,48070279522.04784,Query 1,,
madhya-pradesh,2019,2.0,68334566380.557884,Query 1,,
madhya-pradesh,2019,3.0,77676321491.2433,Query 1,,
madhya-pradesh,2019,4.0,104687926790.85822,Query 1,,
madhya-pradesh,2020,1.0,126737281436.19421,Query 1,,
madhya-pradesh,2020,2.0,147922015289.06244,Query 1,,
madhya-pradesh,2020,3.0,205701679984.5381,Query 1,,
madhya-pradesh,2020,4.0,284275139772.3714,Query 1,,
madhya-pradesh,2021,1.0,343533954382.2886,Query 1,,
madhya-pradesh,2021,2.0,425500768035.6249,Query 1,,
madhya-pradesh,2021,3.0,504412603851.5364,Query 1,,
madhya-pradesh,2021,4.0,656887492404.506,Query 1,,
madhya-pradesh,2022,1.0,747665139599.6476,Query 1,,
madhya-pradesh,2022,2.0,867024737328.5857,Query 1,,
madhya-pradesh,2022,3.0,1032908494249.664,Query 1,,
madhya-pradesh,2022,4.0,1302999857548.3237,Query 1,,
madhya-pradesh,2023,1.0,1062026599901.0,Query 1,,
madhya-pradesh,2023,2.0,1202440949508.0,Query 1,,
madhya-pradesh,2023,3.0,1237821998249.0,Query 1,,
madhya-pradesh,2023,4.0,1426502880687.0,Query 1,,
madhya-pradesh,2024,1.0,1625420229864.0,Query 1,,
madhya-pradesh,2024,2.0,1779679946627.0,Query 1,,
madhya-pradesh,2024,3.0,1761082466531.0,Query 1,,
madhya-pradesh,2024,4.0,2003305068845.0,Query 1,,
maharashtra,2018,1.0,21711613257.725384,Query 1,,
maharashtra,2018,2.0,36357057241.12072,Query 1,,
maharashtra,2018,3.0,52260817733.24703,Query 1,,
maharashtra,2018,4.0,79518937047.83362,Query 1,,
maharashtra,2019,1.0,111420690920.341,Query 1,,
maharashtra,2019,2.0,153294470088.05832,Query 1,,
maharashtra,2019,3.0,199617506744.95087,Query 1,,
maharashtra,2019,4.0,272994428799.5504,Query 1,,
maharashtra,2020,1.0,319995196718.09546,Query 1,,
maharashtra,2020,2.0,296359517159.4149,Query 1,,
maharashtra,2020,3.0,440307079012.44507,Query 1,,
maharashtra,2020,4.0,622155530832.2942,Query 1,,
maharashtra,2021,1.0,769887352153.2501,Query 1,,
maharashtra,2021,2.0,915115055623.7015,Query 1,,
maharashtra,2021,3.0,1159257305167.4438,Query 1,,
maharashtra,2021,4.0,1475358473128.5007,Query 1,,
maharashtra,2022,1.0,1681399273981.1345,Query 1,,
maharashtra,2022,2.0,2006272382175.8887,Query 1,,
maharashtra,2022,3.0,1947579187374.547,Query 1,,
maharashtra,2022,4.0,2210470839617.1304,Query 1,,
maharashtra,2023,1.0,2362285906059.0,Query 1,,
maharashtra,2023,2.0,2606004606468.0,Query 1,,
maharashtra,2023,3.0,2752172184241.0,Query 1,,
maharashtra,2023,4.0,3098014934958.0,Query 1,,
maharashtra,2024,1.0,3372898894856.0,Query 1,,
maharashtra,2024,2.0,3573189333587.0,Query 1,,
maharashtra,2024,3.0,3687268662139.0,Query 1,,
maharashtra,2024,4.0,4151028450887.0,Query 1,,
manipur,2018,1.0,128046173.93020904,Query 1,,
manipur,2018,2.0,253209721.3194942,Query 1,,
manipur,2018,3.0,383331244.79412246,Query 1,,
manipur,2018,4.0,605683559.3060118,Query 1,,
manipur,2019,1.0,659898060.4240791,Query 1,,
manipur,2019,2.0,722789942.1495004,Query 1,,
manipur,2019,3.0,863552002.5629344,Query 1,,
manipur,2019,4.0,1200897682.0886364,Query 1,,
manipur,2020,1.0,2598590380.876943,Query 1,,
manipur,2020,2.0,3198936212.8055105,Query 1,,
manipur,2020,3.0,4615976120.870505,Query 1,,
manipur,2020,4.0,5602224558.458755,Query 1,,
manipur,2021,1.0,7070287514.479242,Query 1,,
manipur,2021,2.0,7889827962.396641,Query 1,,
manipur,2021,3.0,10406861028.904856,Query 1,,
manipur,2021,4.0,12658472038.211836,Query 1,,
manipur,2022,1.0,14144501078.373817,Query 1,,
manipur,2022,2.0,14922910635.149307,Query 1,,
manipur,2022,3.0,15381430267.299725,Query 1,,
manipur,2022,4.0,15625956698.341482,Query 1,,
manipur,2023,1.0,8585564092.0,Query 1,,
manipur,2023,2.0,4463876653.0,Query 1,,
manipur,2023,3.0,3608286601.0,Query 1,,
manipur,2023,4.0,6800325298.0,Query 1,,
manipur,2024,1.0,9242973323.0,Query 1,,
manipur,2024,2.0,10898000793.0,Query 1,,
manipur,2024,3.0,11671516831.0,Query 1,,
manipur,2024,4.0,12061708556.0,Query 1,,
meghalaya,2018,1.0,66250259.78990052,Query 1,,
meghalaya,2018,2.0,117004667.84183165,Query 1,,
meghalaya,2018,3.0,209853661.5343942,Query 1,,
meghalaya,2018,4.0,337585679.00467384,Query 1,,
meghalaya,2019,1.0,399037162.15343505,Query 1,,
meghalaya,2019,2.0,492931289.10727894,Query 1,,
meghalaya,2019,3.0,612218602.1535332,Query 1,,
meghalaya,2019,4.0,742436471.790219,Query 1,,
meghalaya,2020,1.0,1120134840.907814,Query 1,,
meghalaya,2020,2.0,1153735154.338397,Query 1,,
meghalaya,2020,3.0,1237059001.3830347,Query 1,,
meghalaya,2020,4.0,1804242572.1989703,Query 1,,
meghalaya,2021,1.0,2055515277.989836,Query 1,,
meghalaya,2021,2.0,2193617254.890599,Query 1,,
meghalaya,2021,3.0,2769000451.527971,Query 1,,
meghalaya,2021,4.0,3848765400.186154,Query 1,,
meghalaya,2022,1.0,4662338331.331895,Query 1,,
meghalaya,2022,2.0,5281491421.884796,Query 1,,
meghalaya,2022,3.0,9603300797.12155,Query 1,,
meghalaya,2022,4.0,8996541156.348656,Query 1,,
meghalaya,2023,1.0,10084840615.0,Query 1,,
meghalaya,2023,2.0,11084506486.0,Query 1,,
meghalaya,2023,3.0,11406633080.0,Query 1,,
meghalaya,2023,4.0,13873058692.0,Query 1,,
meghalaya,2024,1.0,15629304658.0,Query 1,,
meghalaya,2024,2.0,16794614094.0,Query 1,,
meghalaya,2024,3.0,16292956696.0,Query 1,,
meghalaya,2024,4.0,19674927433.0,Query 1,,
mizoram,2018,1.0,45227219.97579083,Query 1,,
mizoram,2018,2.0,83508405.55773434,Query 1,,
mizoram,2018,3.0,116600738.1253904,Query 1,,
mizoram,2018,4.0,190426852.52952957,Query 1,,
mizoram,2019,1.0,218160895.3974025,Query 1,,
mizoram,2019,2.0,248016708.1350143,Query 1,,
mizoram,2019,3.0,278793899.9513422,Query 1,,
mizoram,2019,4.0,368689350.63448846,Query 1,,
mizoram,2020,1.0,392077579.3496371,Query 1,,
mizoram,2020,2.0,457193433.44231826,Query 1,,
mizoram,2020,3.0,707944175.5046005,Query 1,,
mizoram,2020,4.0,986522115.6939577,Query 1,,
mizoram,2021,1.0,1101105586.9459376,Query 1,,
mizoram,2021,2.0,1122874473.3020926,Query 1,,
mizoram,2021,3.0,1473748650.2119517,Query 1,,
mizoram,2021,4.0,1770665741.5230415,Query 1,,
mizoram,2022,1.0,1945158963.6112459,Query 1,,
mizoram,2022,2.0,2003186567.1089368,Query 1,,
mizoram,2022,3.0,1946265612.067954,Query 1,,
mizoram,2022,4.0,2037911085.2630196,Query 1,,
mizoram,2023,1.0,2955622739.0,Query 1,,
mizoram,2023,2.0,3191806576.0,Query 1,,
mizoram,2023,3.0,3106130235.0,Query 1,,
mizoram,2023,4.0,3540840283.0,Query 1,,
mizoram,2024,1.0,3630096730.0,Query 1,,
mizoram,2024,2.0,3798477640.0,Query 1,,
mizoram,2024,3.0,3923888231.0,Query 1,,
mizoram,2024,4.0,4461162922.0,Query 1,,
nagaland,2018,1.0,78005891.0861251,Query 1,,
nagaland,2018,2.0,153325577.88030168,Query 1,,
nagaland,2018,3.0,241792742.9366532,Query 1,,
nagaland,2018,4.0,388013467.5456238,Query 1,,
nagaland,2019,1.0,441941712.4123301,Query 1,,
nagaland,2019,2.0,520066682.1585043,Query 1,,
nagaland,2019,3.0,650956471.7134116,Query 1,,
nagaland,2019,4.0,834537138.348775,Query 1,,
nagaland,2020,1.0,894780028.73437,Query 1,,
nagaland,2020,2.0,1137674504.3478007,Query 1,,
nagaland,2020,3.0,2009649143.154795,Query 1,,
nagaland,2020,4.0,2773084870.562686,Query 1,,
nagaland,2021,1.0,3107450484.6131988,Query 1,,
nagaland,2021,2.0,3156293963.7818685,Query 1,,
nagaland,2021,3.0,3987416848.005448,Query 1,,
nagaland,2021,4.0,4939083784.1364765,Query 1,,
nagaland,2022,1.0,5544951708.895756,Query 1,,
nagaland,2022,2.0,5740285349.020281,Query 1,,
nagaland,2022,3.0,5364400495.05083,Query 1,,
nagaland,2022,4.0,6969966384.314046,Query 1,,
nagaland,2023,1.0,7814397854.0,Query 1,,
nagaland,2023,2.0,8021399310.0,Query 1,,
nagaland,2023,3.0,8616299673.0,Query 1,,
nagaland,2023,4.0,9674575422.0,Query 1,,
nagaland,2024,1.0,10044915308.0,Query 1,,
nagaland,2024,2.0,11012913096.0,Query 1,,
nagaland,2024,3.0,12281315168.0,Query 1,,
nagaland,2024,4.0,13959098676.0,Query 1,,
odisha,2018,1.0,4627632210.887484,Query 1,,
odisha,2018,2.0,8488310339.619694,Query 1,,
odisha,2018,3.0,23094515775.58483,Query 1,,
odisha,2018,4.0,23429869571.561302,Query 1,,
odisha,2019,1.0,35427127930.699646,Query 1,,
odisha,2019,2.0,44754854871.67384,Query 1,,
odisha,2019,3.0,57304577359.22323,Query 1,,
odisha,2019,4.0,79769373632.05055,Query 1,,
odisha,2020,1.0,91956798199.33316,Query 1,,
odisha,2020,2.0,91733036612.09654,Query 1,,
odisha,2020,3.0,122463943804.29266,Query 1,,
odisha,2020,4.0,178302663014.61722,Query 1,,
odisha,2021,1.0,213397736188.34088,Query 1,,
odisha,2021,2.0,245864117477.27435,Query 1,,
odisha,2021,3.0,303780718933.0413,Query 1,,
odisha,2021,4.0,385251049689.9193,Query 1,,
odisha,2022,1.0,451227311779.82385,Query 1,,
odisha,2022,2.0,510035012340.02734,Query 1,,
odisha,2022,3.0,564545557340.55,Query 1,,
odisha,2022,4.0,652217064524.0004,Query 1,,
odisha,2023,1.0,753968977663.0,Query 1,,
odisha,2023,2.0,799332054104.0,Query 1,,
odisha,2023,3.0,840298338124.0,Query 1,,
odisha,2023,4.0,978791865637.0,Query 1,,
odisha,2024,1.0,1156388722536.0,Query 1,,
odisha,2024,2.0,1164839284001.0,Query 1,,
odisha,2024,3.0,1177233944634.0,Query 1,,
odisha,2024,4.0,1305457593239.0,Query 1,,
puducherry,2018,1.0,165825971.36983615,Query 1,,
puducherry,2018,2.0,285801119.5324369,Query 1,,
puducherry,2018,3.0,417658075.494207,Query 1,,
puducherry,2018,4.0,625691665.4234949,Query 1,,
puducherry,2019,1.0,906473024.3065218,Query 1,,
puducherry,2019,2.0,1211446910.1278074,Query 1,,
puducherry,2019,3.0,1460708357.455411,Query 1,,
puducherry,2019,4.0,1932028317.8789027,Query 1,,
puducherry,2020,1.0,2205277477.0795827,Query 1,,
puducherry,2020,2.0,1960030980.487591,Query 1,,
puducherry,2020,3.0,3598080229.434603,Query 1,,
puducherry,2020,4.0,4930526217.671206,Query 1,,
puducherry,2021,1.0,5899309571.7436495,Query 1,,
puducherry,2021,2.0,6498834696.543893,Query 1,,
puducherry,2021,3.0,8729974431.01447,Query 1,,
puducherry,2021,4.0,10423651801.230513,Query 1,,
puducherry,2022,1.0,12083474905.386656,Query 1,,
puducherry,2022,2.0,13778745255.768896,Query 1,,
puducherry,2022,3.0,10854317711.140947,Query 1,,
puducherry,2022,4.0,11142204877.174494,Query 1,,
puducherry,2023,1.0,14222388506.0,Query 1,,
puducherry,2023,2.0,15386733257.0,Query 1,,
puducherry,2023,3.0,16444491839.0,Query 1,,
puducherry,2023,4.0,17024510550.0,Query 1,,
puducherry,2024,1.0,17386481977.0,Query 1,,
puducherry,2024,2.0,18242009736.0,Query 1,,
puducherry,2024,3.0,19535004396.0,Query 1,,
puducherry,2024,4.0,19965392547.0,Query 1,,
punjab,2018,1.0,2780758224.854396,Query 1,,
punjab,2018,2.0,4684672212.007035,Query 1,,
punjab,2018,3.0,7065687043.821194,Query 1,,
punjab,2018,4.0,10781982573.64979,Query 1,,
punjab,2019,1.0,13574490001.853167,Query 1,,
punjab,2019,2.0,18614793394.772316,Query 1,,
punjab,2019,3.0,22905815605.843338,Query 1,,
punjab,2019,4.0,29989802246.19245,Query 1,,
punjab,2020,1.0,31374185265.89967,Query 1,,
punjab,2020,2.0,30284654252.213646,Query 1,,
punjab,2020,3.0,40123092147.813385,Query 1,,
punjab,2020,4.0,53775406479.555016,Query 1,,
punjab,2021,1.0,58690887091.10669,Query 1,,
punjab,2021,2.0,69531058562.61519,Query 1,,
punjab,2021,3.0,85992560840.61221,Query 1,,
punjab,2021,4.0,110710126241.99957,Query 1,,
punjab,2022,1.0,118389978105.96286,Query 1,,
punjab,2022,2.0,137345426369.22705,Query 1,,
punjab,2022,3.0,149319443006.35474,Query 1,,
punjab,2022,4.0,168107427177.93903,Query 1,,
punjab,2023,1.0,175508676860.0,Query 1,,
punjab,2023,2.0,194181575454.0,Query 1,,
punjab,2023,3.0,205225582737.0,Query 1,,
punjab,2023,4.0,231139462165.0,Query 1,,
punjab,2024,1.0,223303420322.0,Query 1,,
punjab,2024,2.0,244435036984.0,Query 1,,
punjab,2024,3.0,256116156529.0,Query 1,,
punjab,2024,4.0,289125652032.0,Query 1,,
rajasthan,2018,1.0,8926293130.72678,Query 1,,
rajasthan,2018,2.0,15559086175.7581,Query 1,,
rajasthan,2018,3.0,24040768671.21244,Query 1,,
rajasthan,2018,4.0,37909087083.33867,Query 1,,
rajasthan,2019,1.0,61141158575.55401,Query 1,,
rajasthan,2019,2.0,89107313172.66544,Query 1,,
rajasthan,2019,3.0,112468290031.93028,Query 1,,
rajasthan,2019,4.0,159452410049.67044,Query 1,,
rajasthan,2020,1.0,190308238561.00803,Query 1,,
rajasthan,2020,2.0,193763273003.26535,Query 1,,
rajasthan,2020,3.0,293678306162.45807,Query 1,,
rajasthan,2020,4.0,386034779836.50433,Query 1,,
rajasthan,2021,1.0,491492581657.64545,Query 1,,
rajasthan,2021,2.0,561702765169.2445,Query 1,,
rajasthan,2021,3.0,710511328542.4847,Query 1,,
rajasthan,2021,4.0,903934418544.316,Query 1,,
rajasthan,2022,1.0,1022050180980.1293,Query 1,,
rajasthan,2022,2.0,1152833518600.3918,Query 1,,
rajasthan,2022,3.0,1238489256318.2769,Query 1,,
rajasthan,2022,4.0,1456956699398.6572,Query 1,,
rajasthan,2023,1.0,1554913375850.0,Query 1,,
rajasthan,2023,2.0,1698455586300.0,Query 1,,
rajasthan,2023,3.0,1800225443616.0,Query 1,,
rajasthan,2023,4.0,2066379607801.0,Query 1,,
rajasthan,2024,1.0,2350500173790.0,Query 1,,
rajasthan,2024,2.0,2497094537924.0,Query 1,,
rajasthan,2024,3.0,2472257715905.0,Query 1,,
rajasthan,2024,4.0,2793049371408.0,Query 1,,
sikkim,2018,1.0,64650938.940368414,Query 1,,
sikkim,2018,2.0,143693085.52979562,Query 1,,
sikkim,2018,3.0,235080226.95331788,Query 1,,
sikkim,2018,4.0,383141358.0782538,Query 1,,
sikkim,2019,1.0,457993634.38409394,Query 1,,
sikkim,2019,2.0,738894243.4359412,Query 1,,
sikkim,2019,3.0,884716448.4404284,Query 1,,
sikkim,2019,4.0,1176509601.656218,Query 1,,
sikkim,2020,1.0,1053476271.9444021,Query 1,,
sikkim,2020,2.0,1054618788.2612664,Query 1,,
sikkim,2020,3.0,1400926728.660399,Query 1,,
sikkim,2020,4.0,1919275805.1229236,Query 1,,
sikkim,2021,1.0,2217667726.840725,Query 1,,
sikkim,2021,2.0,2424899579.675299,Query 1,,
sikkim,2021,3.0,2989336863.808393,Query 1,,
sikkim,2021,4.0,4196783261.6358085,Query 1,,
sikkim,2022,1.0,4367431275.863424,Query 1,,
sikkim,2022,2.0,5611105670.307138,Query 1,,
sikkim,2022,3.0,5162880543.8914585,Query 1,,
sikkim,2022,4.0,6458385389.419812,Query 1,,
sikkim,2023,1.0,6762568022.0,Query 1,,
sikkim,2023,2.0,8580350436.0,Query 1,,
sikkim,2023,3.0,8107237421.0,Query 1,,
sikkim,2023,4.0,8590608471.0,Query 1,,
sikkim,2024,1.0,9455721523.0,Query 1,,
sikkim,2024,2.0,11296518155.0,Query 1,,
sikkim,2024,3.0,10569829072.0,Query 1,,
sikkim,2024,4.0,12641101398.0,Query 1,,
tamil-nadu,2018,1.0,11261557697.516678,Query 1,,
tamil-nadu,2018,2.0,20125844276.266468,Query 1,,
tamil-nadu,2018,3.0,29330092241.18417,Query 1,,
tamil-nadu,2018,4.0,43302073975.894104,Query 1,,
tamil-nadu,2019,1.0,56204036816.12997,Query 1,,
tamil-nadu,2019,2.0,64207676025.757675,Query 1,,
tamil-nadu,2019,3.0,78959604643.63841,Query 1,,
tamil-nadu,2019,4.0,103190865512.54332,Query 1,,
tamil-nadu,2020,1.0,116569686179.44038,Query 1,,
tamil-nadu,2020,2.0,95826508896.82855,Query 1,,
tamil-nadu,2020,3.0,143841415498.6641,Query 1,,
tamil-nadu,2020,4.0,206473197500.99475,Query 1,,
tamil-nadu,2021,1.0,248668143873.65067,Query 1,,
tamil-nadu,2021,2.0,263487341026.5519,Query 1,,
tamil-nadu,2021,3.0,365207323053.93335,Query 1,,
tamil-nadu,2021,4.0,443723952594.80255,Query 1,,
tamil-nadu,2022,1.0,512789201600.63257,Query 1,,
tamil-nadu,2022,2.0,590134727678.3966,Query 1,,
tamil-nadu,2022,3.0,631879220373.2683,Query 1,,
tamil-nadu,2022,4.0,675689667591.438,Query 1,,
tamil-nadu,2023,1.0,715583673518.0,Query 1,,
tamil-nadu,2023,2.0,776362551015.0,Query 1,,
tamil-nadu,2023,3.0,833105264698.0,Query 1,,
tamil-nadu,2023,4.0,872870665005.0,Query 1,,
tamil-nadu,2024,1.0,913861111062.0,Query 1,,
tamil-nadu,2024,2.0,985151149866.0,Query 1,,
tamil-nadu,2024,3.0,1050779594821.0,Query 1,,
tamil-nadu,2024,4.0,1087632875606.0,Query 1,,
telangana,2018,1.0,13308204118.54235,Query 1,,
telangana,2018,2.0,23017201517.65231,Query 1,,
telangana,2018,3.0,32030093209.72356,Query 1,,
telangana,2018,4.0,49509088448.04851,Query 1,,
telangana,2019,1.0,95523262035.66469,Query 1,,
telangana,2019,2.0,155676443182.4351,Query 1,,
telangana,2019,3.0,201930021130.42593,Query 1,,
telangana,2019,4.0,280746765547.7439,Query 1,,
telangana,2020,1.0,371343780368.2161,Query 1,,
telangana,2020,2.0,321531839352.4309,Query 1,,
telangana,2020,3.0,505961144755.86993,Query 1,,
telangana,2020,4.0,696350439226.957,Query 1,,
telangana,2021,1.0,799359264046.5896,Query 1,,
telangana,2021,2.0,1027958332797.5839,Query 1,,
telangana,2021,3.0,1178289126292.254,Query 1,,
telangana,2021,4.0,1463758189500.9102,Query 1,,
telangana,2022,1.0,1670638169828.9746,Query 1,,
telangana,2022,2.0,1951414544517.0774,Query 1,,
telangana,2022,3.0,2706325865752.0728,Query 1,,
telangana,2022,4.0,2978252562916.1475,Query 1,,
telangana,2023,1.0,2372581734284.0,Query 1,,
telangana,2023,2.0,2698149935008.0,Query 1,,
telangana,2023,3.0,2870202901073.0,Query 1,,
telangana,2023,4.0,3116417474765.0,Query 1,,
telangana,2024,1.0,3203769301073.0,Query 1,,
telangana,2024,2.0,3461542433312.0,Query 1,,
telangana,2024,3.0,3551316976598.0,Query 1,,
telangana,2024,4.0,3859050535418.0,Query 1,,
tripura,2018,1.0,137978914.53062263,Query 1,,
tripura,2018,2.0,236891718.71613595,Query 1,,
tripura,2018,3.0,453863388.0405928,Query 1,,
tripura,2018,4.0,624885599.4644467,Query 1,,
tripura,2019,1.0,756894941.6158203,Query 1,,
tripura,2019,2.0,841821482.8473772,Query 1,,
tripura,2019,3.0,1017377422.8172246,Query 1,,
tripura,2019,4.0,1215400160.2581894,Query 1,,
tripura,2020,1.0,1588778806.3885026,Query 1,,
tripura,2020,2.0,1769175883.5859623,Query 1,,
tripura,2020,3.0,2341819516.215884,Query 1,,
tripura,2020,4.0,3182130996.221309,Query 1,,
tripura,2021,1.0,3335341569.7934213,Query 1,,
tripura,2021,2.0,3468154361.0362735,Query 1,,
tripura,2021,3.0,4364133768.181475,Query 1,,
tripura,2021,4.0,5496929464.299448,Query 1,,
tripura,2022,1.0,6247329764.349845,Query 1,,
tripura,2022,2.0,6878271042.035301,Query 1,,
tripura,2022,3.0,8648352804.911142,Query 1,,
tripura,2022,4.0,10452971818.154097,Query 1,,
tripura,2023,1.0,13288282891.0,Query 1,,
tripura,2023,2.0,13919130082.0,Query 1,,
tripura,2023,3.0,15249223330.0,Query 1,,
tripura,2023,4.0,16819896794.0,Query 1,,
tripura,2024,1.0,17752189374.0,Query 1,,
tripura,2024,2.0,18137431068.0,Query 1,,
tripura,2024,3.0,19948846189.0,Query 1,,
tripura,2024,4.0,22409905268.0,Query 1,,
uttar-pradesh,2018,1.0,13939970923.222666,Query 1,,
uttar-pradesh,2018,2.0,25720201695.69999,Query 1,,
uttar-pradesh,2018,3.0,37012114369.241066,Query 1,,
uttar-pradesh,2018,4.0,55096743575.917305,Query 1,,
uttar-pradesh,2019,1.0,76524180134.00966,Query 1,,
uttar-pradesh,2019,2.0,98917519370.67569,Query 1,,
uttar-pradesh,2019,3.0,111268137475.04974,Query 1,,
uttar-pradesh,2019,4.0,145538926507.29608,Query 1,,
uttar-pradesh,2020,1.0,172416434960.69867,Query 1,,
uttar-pradesh,2020,2.0,178744016130.2882,Query 1,,
uttar-pradesh,2020,3.0,248689955423.06284,Query 1,,
uttar-pradesh,2020,4.0,357428826778.2678,Query 1,,
uttar-pradesh,2021,1.0,396287587577.56604,Query 1,,
uttar-pradesh,2021,2.0,482172489166.3863,Query 1,,
uttar-pradesh,2021,3.0,557080841279.9348,Query 1,,
uttar-pradesh,2021,4.0,773890970072.2234,Query 1,,
uttar-pradesh,2022,1.0,883123174117.0261,Query 1,,
uttar-pradesh,2022,2.0,1067515182420.0088,Query 1,,
uttar-pradesh,2022,3.0,1121370050898.776,Query 1,,
uttar-pradesh,2022,4.0,1376378802069.512,Query 1,,
uttar-pradesh,2023,1.0,1636936265372.0,Query 1,,
uttar-pradesh,2023,2.0,1836622076526.0,Query 1,,
uttar-pradesh,2023,3.0,1861748362006.0,Query 1,,
uttar-pradesh,2023,4.0,2257441161652.0,Query 1,,
uttar-pradesh,2024,1.0,2477543106639.0,Query 1,,
uttar-pradesh,2024,2.0,2704223360067.0,Query 1,,
uttar-pradesh,2024,3.0,2717475205234.0,Query 1,,
uttar-pradesh,2024,4.0,3214106522459.0,Query 1,,
uttarakhand,2018,1.0,1508545358.5238862,Query 1,,
uttarakhand,2018,2.0,2679755378.551041,Query 1,,
uttarakhand,2018,3.0,3726573039.858497,Query 1,,
uttarakhand,2018,4.0,5654272137.963897,Query 1,,
uttarakhand,2019,1.0,7183529175.273948,Query 1,,
uttarakhand,2019,2.0,8588532850.918491,Query 1,,
uttarakhand,2019,3.0,9729032070.017326,Query 1,,
uttarakhand,2019,4.0,12573706305.150782,Query 1,,
uttarakhand,2020,1.0,16158080258.987572,Query 1,,
uttarakhand,2020,2.0,16094187702.101019,Query 1,,
uttarakhand,2020,3.0,22103510968.006535,Query 1,,
uttarakhand,2020,4.0,31792739329.110386,Query 1,,
uttarakhand,2021,1.0,36288189399.89842,Query 1,,
uttarakhand,2021,2.0,40990817874.838234,Query 1,,
uttarakhand,2021,3.0,50527496783.56444,Query 1,,
uttarakhand,2021,4.0,66148108159.42112,Query 1,,
uttarakhand,2022,1.0,70978782500.07466,Query 1,,
uttarakhand,2022,2.0,88313371025.33424,Query 1,,
uttarakhand,2022,3.0,92641259938.36305,Query 1,,
uttarakhand,2022,4.0,115496046831.35934,Query 1,,
uttarakhand,2023,1.0,107179907585.0,Query 1,,
