device_brand,total_registered,total_opens,query,year,quarter,registered,opens,engagement_rate,state
Others,,,Query 3,,,180662446.0,6502197576.0,,madhya-pradesh
OnePlus,,,Query 3,,,152085072.0,5614125854.0,,madhya-pradesh
Huawei,,,Query 3,,,151276855.0,6451555425.0,,madhya-pradesh
Micromax,,,Query 3,,,109398888.0,2209985747.0,,madhya-pradesh
Tecno,,,Query 3,,,99840932.0,5180283551.0,,madhya-pradesh
Lenovo,,,Query 3,,,29385591.0,50642151.0,,madhya-pradesh
Xiaomi,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Samsung,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Vivo,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Oppo,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Motorola,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
OnePlus,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Apple,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Realme,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Huawei,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Others,,,Query 3,,,452075011.0,11900265171.0,,maharashtra
Lenovo,,,Query 3,,,315783658.0,6145385557.0,,maharashtra
Tecno,,,Query 3,,,136291353.0,5754879614.0,,maharashtra
Xiaomi,,,Query 3,,,3479129.0,67400504.0,,manipur
Samsung,,,Query 3,,,3479129.0,67400504.0,,manipur
Vivo,,,Query 3,,,3479129.0,67400504.0,,manipur
Oppo,,,Query 3,,,3479129.0,67400504.0,,manipur
Realme,,,Query 3,,,3479129.0,67400504.0,,manipur
Apple,,,Query 3,,,3479129.0,67400504.0,,manipur
OnePlus,,,Query 3,,,3479129.0,67400504.0,,manipur
Motorola,,,Query 3,,,3479129.0,67400504.0,,manipur
Others,,,Query 3,,,3479129.0,67400504.0,,manipur
Huawei,,,Query 3,,,3341214.0,67400504.0,,manipur
Lenovo,,,Query 3,,,1628716.0,16696996.0,,manipur
HMD Global,,,Query 3,,,1496804.0,47253815.0,,manipur
Gionee,,,Query 3,,,353609.0,3449693.0,,manipur
Lyf,,,Query 3,,,75980.0,0.0,,manipur
Micromax,,,Query 3,,,61935.0,0.0,,manipur
Xiaomi,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Samsung,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Vivo,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Oppo,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Realme,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Apple,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Others,,,Query 3,,,2155644.0,62191521.0,,meghalaya
Huawei,,,Query 3,,,2023598.0,62191521.0,,meghalaya
Micromax,,,Query 3,,,1915376.0,56142927.0,,meghalaya
Motorola,,,Query 3,,,1899805.0,38557415.0,,meghalaya
Asus,,,Query 3,,,1745059.0,38161651.0,,meghalaya
OnePlus,,,Query 3,,,274352.0,23634106.0,,meghalaya
Lenovo,,,Query 3,,,268279.0,395764.0,,meghalaya
Tecno,,,Query 3,,,255839.0,23634106.0,,meghalaya
HMD Global,,,Query 3,,,240268.0,6048594.0,,meghalaya
Xiaomi,,,Query 3,,,929959.0,32099369.0,,mizoram
Samsung,,,Query 3,,,929959.0,32099369.0,,mizoram
Vivo,,,Query 3,,,929959.0,32099369.0,,mizoram
Oppo,,,Query 3,,,929959.0,32099369.0,,mizoram
Apple,,,Query 3,,,929959.0,32099369.0,,mizoram
Realme,,,Query 3,,,929959.0,32099369.0,,mizoram
Gionee,,,Query 3,,,929959.0,32099369.0,,mizoram
Huawei,,,Query 3,,,929959.0,32099369.0,,mizoram
Others,,,Query 3,,,929959.0,32099369.0,,mizoram
OnePlus,,,Query 3,,,784285.0,30979342.0,,mizoram
Asus,,,Query 3,,,782147.0,17212712.0,,mizoram
Motorola,,,Query 3,,,178191.0,1120027.0,,mizoram
Tecno,,,Query 3,,,115295.0,14886657.0,,mizoram
Xiaomi,,,Query 3,,,2218657.0,61604486.0,,nagaland
Samsung,,,Query 3,,,2218657.0,61604486.0,,nagaland
Vivo,,,Query 3,,,2218657.0,61604486.0,,nagaland
Oppo,,,Query 3,,,2218657.0,61604486.0,,nagaland
Realme,,,Query 3,,,2218657.0,61604486.0,,nagaland
Apple,,,Query 3,,,2218657.0,61604486.0,,nagaland
Gionee,,,Query 3,,,2218657.0,61604486.0,,nagaland
Others,,,Query 3,,,2218657.0,61604486.0,,nagaland
Huawei,,,Query 3,,,2181147.0,61604486.0,,nagaland
Asus,,,Query 3,,,2149057.0,61604486.0,,nagaland
Micromax,,,Query 3,,,1238041.0,26269506.0,,nagaland
Infinix,,,Query 3,,,536473.0,30589390.0,,nagaland
Lenovo,,,Query 3,,,513743.0,4745590.0,,nagaland
Motorola,,,Query 3,,,37510.0,0.0,,nagaland
Xiaomi,,,Query 3,,,114580607.0,3503305656.0,,odisha
Samsung,,,Query 3,,,114580607.0,3503305656.0,,odisha
Vivo,,,Query 3,,,114580607.0,3503305656.0,,odisha
Oppo,,,Query 3,,,114580607.0,3503305656.0,,odisha
Realme,,,Query 3,,,114580607.0,3503305656.0,,odisha
Lenovo,,,Query 3,,,114580607.0,3503305656.0,,odisha
Motorola,,,Query 3,,,114580607.0,3503305656.0,,odisha
OnePlus,,,Query 3,,,114580607.0,3503305656.0,,odisha
Others,,,Query 3,,,114580607.0,3503305656.0,,odisha
Huawei,,,Query 3,,,112986592.0,3503305656.0,,odisha
Micromax,,,Query 3,,,102455828.0,2889450191.0,,odisha
Apple,,,Query 3,,,13718794.0,613855465.0,,odisha
Xiaomi,,,Query 3,,,4052989.0,62069062.0,,puducherry
Samsung,,,Query 3,,,4052989.0,62069062.0,,puducherry
Vivo,,,Query 3,,,4052989.0,62069062.0,,puducherry
Oppo,,,Query 3,,,4052989.0,62069062.0,,puducherry
Apple,,,Query 3,,,4052989.0,62069062.0,,puducherry
OnePlus,,,Query 3,,,4052989.0,62069062.0,,puducherry
Motorola,,,Query 3,,,4052989.0,62069062.0,,puducherry
Realme,,,Query 3,,,4052989.0,62069062.0,,puducherry
Lenovo,,,Query 3,,,4052989.0,62069062.0,,puducherry
Huawei,,,Query 3,,,4052989.0,62069062.0,,puducherry
Others,,,Query 3,,,4052989.0,62069062.0,,puducherry
Xiaomi,,,Query 3,,,66429452.0,865214879.0,,punjab
Samsung,,,Query 3,,,66429452.0,865214879.0,,punjab
Vivo,,,Query 3,,,66429452.0,865214879.0,,punjab
Oppo,,,Query 3,,,66429452.0,865214879.0,,punjab
Apple,,,Query 3,,,66429452.0,865214879.0,,punjab
Realme,,,Query 3,,,66429452.0,865214879.0,,punjab
OnePlus,,,Query 3,,,66429452.0,865214879.0,,punjab
Motorola,,,Query 3,,,66429452.0,865214879.0,,punjab
Others,,,Query 3,,,66429452.0,865214879.0,,punjab
Huawei,,,Query 3,,,64430120.0,865214879.0,,punjab
Tecno,,,Query 3,,,32163016.0,530470818.0,,punjab
Lenovo,,,Query 3,,,29108568.0,263552878.0,,punjab
HMD Global,,,Query 3,,,5157868.0,71191183.0,,punjab
Micromax,,,Query 3,,,1999332.0,0.0,,punjab
Xiaomi,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Samsung,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Vivo,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Oppo,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Realme,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Apple,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
OnePlus,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Others,,,Query 3,,,215645588.0,9099396560.0,,rajasthan
Huawei,,,Query 3,,,208274422.0,9099396560.0,,rajasthan
Motorola,,,Query 3,,,153122393.0,7189222341.0,,rajasthan
Tecno,,,Query 3,,,147379704.0,8167549776.0,,rajasthan
Gionee,,,Query 3,,,130789079.0,2842021003.0,,rajasthan
Lenovo,,,Query 3,,,7371166.0,0.0,,rajasthan
Samsung,,,Query 3,,,1870915.0,42528728.0,,sikkim
Xiaomi,,,Query 3,,,1870915.0,42528728.0,,sikkim
Vivo,,,Query 3,,,1870915.0,42528728.0,,sikkim
Oppo,,,Query 3,,,1870915.0,42528728.0,,sikkim
Apple,,,Query 3,,,1870915.0,42528728.0,,sikkim
Realme,,,Query 3,,,1870915.0,42528728.0,,sikkim
Motorola,,,Query 3,,,1870915.0,42528728.0,,sikkim
OnePlus,,,Query 3,,,1870915.0,42528728.0,,sikkim
Others,,,Query 3,,,1870915.0,42528728.0,,sikkim
HMD Global,,,Query 3,,,1431537.0,39261400.0,,sikkim
Lenovo,,,Query 3,,,947246.0,11511966.0,,sikkim
Tecno,,,Query 3,,,763456.0,28221431.0,,sikkim
Huawei,,,Query 3,,,513806.0,6062659.0,,sikkim
Micromax,,,Query 3,,,65734.0,0.0,,sikkim
Asus,,,Query 3,,,20051.0,0.0,,sikkim
Xiaomi,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Samsung,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Vivo,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Oppo,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Motorola,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
OnePlus,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Apple,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Lenovo,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Realme,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Huawei,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Others,,,Query 3,,,193665028.0,3598042693.0,,tamil-nadu
Xiaomi,,,Query 3,,,211907753.0,8421807185.0,,telangana
Samsung,,,Query 3,,,211907753.0,8421807185.0,,telangana
Vivo,,,Query 3,,,211907753.0,8421807185.0,,telangana
Oppo,,,Query 3,,,211907753.0,8421807185.0,,telangana
Apple,,,Query 3,,,211907753.0,8421807185.0,,telangana
Realme,,,Query 3,,,211907753.0,8421807185.0,,telangana
OnePlus,,,Query 3,,,211907753.0,8421807185.0,,telangana
Motorola,,,Query 3,,,211907753.0,8421807185.0,,telangana
Lenovo,,,Query 3,,,211907753.0,8421807185.0,,telangana
Huawei,,,Query 3,,,211907753.0,8421807185.0,,telangana
Others,,,Query 3,,,211907753.0,8421807185.0,,telangana
Xiaomi,,,Query 3,,,5299920.0,86058378.0,,tripura
Samsung,,,Query 3,,,5299920.0,86058378.0,,tripura
Oppo,,,Query 3,,,5299920.0,86058378.0,,tripura
Vivo,,,Query 3,,,5299920.0,86058378.0,,tripura
Realme,,,Query 3,,,5299920.0,86058378.0,,tripura
Asus,,,Query 3,,,5299920.0,86058378.0,,tripura
Motorola,,,Query 3,,,5299920.0,86058378.0,,tripura
Others,,,Query 3,,,5299920.0,86058378.0,,tripura
Gionee,,,Query 3,,,4717796.0,66735415.0,,tripura
Huawei,,,Query 3,,,3672641.0,74079730.0,,tripura
Lenovo,,,Query 3,,,3189422.0,34226686.0,,tripura
Micromax,,,Query 3,,,1627279.0,11978648.0,,tripura
Lava,,,Query 3,,,1528374.0,32508729.0,,tripura
Tecno,,,Query 3,,,582124.0,19322963.0,,tripura
Infinix,,,Query 3,,,582124.0,19322963.0,,tripura
Xiaomi,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Samsung,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Vivo,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Oppo,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Realme,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Apple,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Others,,,Query 3,,,355969633.0,6561653317.0,,uttar-pradesh
Huawei,,,Query 3,,,344832829.0,6561653317.0,,uttar-pradesh
Motorola,,,Query 3,,,316969941.0,5724727292.0,,uttar-pradesh
Lenovo,,,Query 3,,,214548510.0,3071314518.0,,uttar-pradesh
Tecno,,,Query 3,,,170903198.0,4130057123.0,,uttar-pradesh
Infinix,,,Query 3,,,141421123.0,3490338799.0,,uttar-pradesh
OnePlus,,,Query 3,,,98446994.0,1507531296.0,,uttar-pradesh
Lava,,,Query 3,,,94722025.0,1760990923.0,,uttar-pradesh
Micromax,,,Query 3,,,42033912.0,0.0,,uttar-pradesh
Xiaomi,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Samsung,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Vivo,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Oppo,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Realme,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Motorola,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Apple,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
OnePlus,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Others,,,Query 3,,,34161100.0,672318990.0,,uttarakhand
Huawei,,,Query 3,,,31206200.0,672318990.0,,uttarakhand
Lenovo,,,Query 3,,,15390341.0,165052540.0,,uttarakhand
Micromax,,,Query 3,,,8353266.0,111847148.0,,uttarakhand
Lava,,,Query 3,,,6237549.0,169266566.0,,uttarakhand
Tecno,,,Query 3,,,3674829.0,115224382.0,,uttarakhand
HMD Global,,,Query 3,,,3460015.0,110928354.0,,uttarakhand
Xiaomi,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Samsung,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Vivo,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Oppo,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Realme,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Lenovo,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Motorola,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Asus,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Others,,,Query 3,,,206129775.0,3103563835.0,,west-bengal
Huawei,,,Query 3,,,172919664.0,2867432770.0,,west-bengal
Micromax,,,Query 3,,,126262204.0,1731166799.0,,west-bengal
Apple,,,Query 3,,,59223044.0,860061197.0,,west-bengal
Infinix,,,Query 3,,,42564314.0,748466904.0,,west-bengal
Gionee,,,Query 3,,,11290324.0,0.0,,west-bengal
